S.No.,User,Rating,Review_summary,Customer_info,Date,Upvote,Downvote,Review_detail
2742,Samiul Islam,5,Just wow!,"Certified Buyer, Thrissur District",Samiul Islam,0,0,Wow nice picture
2743,Hariharan Sanjay S,5,Terrific,"Certified Buyer, Coimbatore",Hariharan Sanjay S,0,0,iPhone 14 series is good enough compared to iPhone 15 series.
2744,Amar Dalvi,5,Must buy!,"Certified Buyer, Thane",Amar Dalvi,0,0,"This is my second order from this company and both time, it was a supper communication and fast delivery. Quality iss outstanding and I love that it is artisan designs and nobody else can have it, as it is only made ones. Will comeback soon. Thank yo.."
2745,Vaibhav Parekh,1,Worthless,"Certified Buyer, Pune",Vaibhav Parekh,0,0,After 5 days of use there is a problem in touchpad very disappointed
2746,Rohit Tomar,5,Classy product,"Certified Buyer, Gwalior",Rohit Tomar,0,0,Amazing camera quality and also touch is much smoother
2747,Pradyumn Varhade,5,Great product,"Certified Buyer, Nagpur",Pradyumn Varhade,0,0,Perfect device for show off ....
2748,altaf ansari,1,Utterly Disappointed,"Certified Buyer, Chhindwara",altaf ansari,0,0,Bad phone and service
2749,Shubham  Supekar,1,Did not meet expectations,"Certified Buyer, Hisar",Shubham  Supekar,0,0,Battery performance is bad
2750,Flipkart Customer,5,Wonderful,"Certified Buyer, Kochi",Flipkart Customer,0,0,"So far so good. Battery lasts for a day, the camera is great. For an average user, this is a great phone."
2751,Hemant Kumar,5,Terrific purchase,"Certified Buyer, Noida",Hemant Kumar,0,0,Osm
2752,Flipkart Customer,4,Very Good,"Certified Buyer, Fci Township",Flipkart Customer,0,0,Awesome one❤️
2753,Flipkart Customer,4,Very Good,"Certified Buyer, Chennai",Flipkart Customer,0,0,Nice but display small one
2754,Athul,4,Wonderful,"Certified Buyer, Kollam District",Athul,0,0,Overall excellent product
2755,Anjarul Alam,5,Best in the market!,"Certified Buyer, Malda",Anjarul Alam,0,0,This product very nyc
2756,Asgar Ali,5,Simply awesome,"Certified Buyer, Budaun",Asgar Ali,0,0,"Battery is average but camera,display and performance is very good"
2757,Jikkumon  PK,5,Perfect product!,"Certified Buyer, Palakkad District",Jikkumon  PK,0,0,Nice one
2758,Aditya raj Raj,5,Excellent,"Certified Buyer, Coimbatore",Aditya raj Raj,0,0,Super
2759,yam pun,5,Wonderful,"Certified Buyer, Lakhi Nepali",yam pun,0,0,excellent
2760,RAMAN  TYAGI,5,Great product,"Certified Buyer, Meerut",RAMAN  TYAGI,0,0,Fabulous
2761,Satya Singh,5,Simply awesome,"Certified Buyer, Badaun",Satya Singh,0,0,Phone camera is just awesome and performance is awesome
2762,Ashwin Samuel,4,Worth the money,"Certified Buyer, Ernakulam District",Ashwin Samuel,0,0,Very nice
2763,Dipak Agarwal,5,Fabulous!,"Certified Buyer, Bongaigaon",Dipak Agarwal,0,0,Performance and camera is best
2764,Subhankar Swarnakar,4,Good choice,"Certified Buyer, Kharibari",Subhankar Swarnakar,0,0,Good but price high
2765,Uvais Anwar,5,Super!,"Certified Buyer, Rura",Uvais Anwar,0,0,Best phone
2766,hitesh  ranjan,5,Mind-blowing purchase,"Certified Buyer, Deoghar",hitesh  ranjan,0,0,Low light camera improvements are required apart from this its power pack of all in one
2767,Pritam Mandal,5,Excellent,"Certified Buyer, Bankura",Pritam Mandal,0,0,Too good
2768,Sahadat Hossain,5,Simply awesome,"Certified Buyer, Chaspara",Sahadat Hossain,0,0,Super cool
2769,Flipkart Customer,5,Mind-blowing purchase,"Certified Buyer, Gummidipoondi",Flipkart Customer,0,0,One of the best user experience I have ever seen...Camera quality was unbeatable...battery is good...display is also unbeatable
2770,Flipkart Customer,5,Wonderful,"Certified Buyer, Sangareddy",Flipkart Customer,0,0,Excellent
2771,ACHCHHE LAL KAMAT,5,Best in the market!,"Certified Buyer, Madhubani District",ACHCHHE LAL KAMAT,0,0,Nice product
2772, Om Sai ram Insaan,5,Highly recommended,"Certified Buyer, Lucknow", Om Sai ram Insaan,0,0,Nice
2773,Abdul Roaf L,5,Wonderful,"Certified Buyer, Kalaburagi Division",Abdul Roaf L,0,0,Nice must Buy
2774,Pramod Metri,5,Awesome,"Certified Buyer, Bangalore Division",Pramod Metri,0,0,Good product
2775,Pramod Metri,3,Fair,"Certified Buyer, Bangalore Division",Pramod Metri,0,0,Good product
2776,Sharon Rai,5,Simply awesome,"Certified Buyer, Chikmagalur District",Sharon Rai,0,0,Wow it's a awesome and cool  😎 i really love it to using this phone
2777,Anjali Mandal,5,Worth every penny,"Certified Buyer, Giridih",Anjali Mandal,0,0,Good product thnx u flipvart
2778,Rahul Singhal,5,Best in the market!,"Certified Buyer, Alwar",Rahul Singhal,0,0,"Good phone, thanks Flipkart"
2779,Rajat Rajat,5,Worth every penny,"Certified Buyer, Tosham",Rajat Rajat,0,0,Nice phoneeeeee
2780,Deep Ganguly,5,Wonderful,"Certified Buyer, Noida",Deep Ganguly,0,0,Premium product
2781,Niranjan Swami,1,Not recommended at all,"Certified Buyer, Gurugram",Niranjan Swami,0,0,"Worst purchase ever, item is defeated and shut off phone after used for a week."
2782,er sarvan singh,5,Classy product,"Certified Buyer, Gurdaspur District",er sarvan singh,0,0,Good
2783,RYAN THAPAR,5,Perfect product!,"Certified Buyer, Ludhiana",RYAN THAPAR,0,0,Very
2784,Harish N,4,Worth the money,"Certified Buyer, Bangalore",Harish N,0,0,Good
2785,Asit Pandey,5,Best in the market!,"Certified Buyer, Faizabad",Asit Pandey,0,0,Just wow❤🔥
2786,Flipkart Customer,5,Must buy!,"Certified Buyer, New Delhi",Flipkart Customer,0,0,Superb Iphone
2787,Markush Soreng,5,Just wow!,"Certified Buyer, Golaghat",Markush Soreng,0,0,I am happy
2788,Mandeep Sharma,5,Mind-blowing purchase,"Certified Buyer, Bhiwani",Mandeep Sharma,0,0,Awesome product love it 😍
2789,Rikesh Bharatkar,5,Just wow!,"Certified Buyer, Nagpur",Rikesh Bharatkar,0,0,Best View and Photos
2790,Sumit Verma,5,Mind-blowing purchase,"Certified Buyer, New Delhi",Sumit Verma,0,0,Nic
2791,SUNNY Singh,5,Brilliant,"Certified Buyer, Deoria",SUNNY Singh,0,0,Good
2792,Newton  Basumatary,5,Great product,"Certified Buyer, Bijni",Newton  Basumatary,0,0,Very good quality
2793,Soumyadatta Samal,5,Highly recommended,"Certified Buyer, Jajapur District",Soumyadatta Samal,0,0,Nice phone👍
2794,Flipkart Customer,5,Best in the market!,"Certified Buyer, Chennai",Flipkart Customer,0,0,Worth for money
2795,Nilesh  Patil,5,Fabulous!,"Certified Buyer, Mumbai",Nilesh  Patil,0,0,Fabulous
2796,Devinder Singh,4,Good quality product,"Certified Buyer, Garhshankar",Devinder Singh,0,0,"Top notch, I and using it for videography, quality is super"
2797,vasanth kumar,5,Simply awesome,"Certified Buyer, Chennai",vasanth kumar,0,0,Awesome phone! Android user moved to ios but loving the features.. ❤
2798,SOURAV PAL,5,Super!,"Certified Buyer, Bangalore",SOURAV PAL,0,0,Completely satisfied with the product except battery. Battery is good but not up to the mark wrt my expectations.
2799,Ajeet  Sharma,5,Super!,"Certified Buyer, Ahmedabad",Ajeet  Sharma,0,0,Very nice
2800,Mithu Kumar,4,Good choice,"Certified Buyer, Muzaffarpur",Mithu Kumar,0,0,iPhone 14 is very good 👍👍
2801,Mukul  Pandey,5,Highly recommended,"Certified Buyer, Gurgaon Division",Mukul  Pandey,0,0,Amazing experience 😁😁
2802,Sumanta Adhikary,5,Classy product,"Certified Buyer, Singur",Sumanta Adhikary,0,0,This phone is Best camera in price segment.Thank you Flipkart .
2803,Anurag Gupta,5,Best in the market!,"Certified Buyer, Sasaram",Anurag Gupta,0,0,Best phone 🥰
2804,Mahadeo Bikkad,5,Must buy!,"Certified Buyer, Chakan",Mahadeo Bikkad,0,0,Very nice phone. All is very good.
2805,Revan Rash,5,Awesome,"Certified Buyer, Coimbatore",Revan Rash,0,0,Great phone
2806,Mohan Sharma ,4,Worth the money,"Certified Buyer, Anantnag",Mohan Sharma ,0,0,Very nice
2807,pradip gande,4,Nice product,"Certified Buyer, Partur",pradip gande,0,0,Ok
2808,Vijay A,5,Best in the market!,"Certified Buyer, Noida",Vijay A,0,0,Nice
2809,Shiva Kumar ,5,Terrific,"Certified Buyer, Hyderabad",Shiva Kumar ,0,0,Good Product
2810,Flipkart Customer,5,Just wow!,"Certified Buyer, Khatauli",Flipkart Customer,0,0,Awesome
2811,Sachin Gupta,5,Terrific,"Certified Buyer, Sonipat",Sachin Gupta,0,0,Apple is an apple. No comments
2812,KORA SANTHOSH,5,Decent product,"Certified Buyer, Rajahmundry",KORA SANTHOSH,0,0,Good at performance
2813,Sachin Gupta,5,Fabulous!,"Certified Buyer, New Delhi",Sachin Gupta,0,0,"I recently purchased the new Apple iPhone 14 and I'm absolutely loving it! The phone feels great in my hand and the display is incredibly sharp and vibrant. The battery life is also great, lasting me through the whole day, even with heavy usage. The camera is also top notch, taking great photos even in low light situations. I'm also very impressed with the amount of features and apps available on the phone. Overall, I'm very happy with my new Apple iPhone 14 and would highly recommend it to a..."
2814,Jabir Attar,4,Delightful,"Certified Buyer, Talegaon Dabhade",Jabir Attar,0,0,Good
2815,Omparkash Verma,1,Horrible,"Certified Buyer, Hisar",Omparkash Verma,0,0,Not so good
2816,Rajibul  Islam,5,Classy product,"Certified Buyer, Guwahati",Rajibul  Islam,0,0,Amazing product
2817,Sorabh Kakkar,5,Perfect product!,"Certified Buyer, Roorkee",Sorabh Kakkar,0,0,iPhone means worth it👍🏻
2818,Randheer Singh,4,Nice product,"Certified Buyer, Kalyan",Randheer Singh,0,0,Good
2819,inderjit singh,5,Awesome,"Certified Buyer, Hoshiarpur",inderjit singh,0,0,Good product and excellent feature
2820,Susmita Ghosh,5,Just wow!,"Certified Buyer, Bengaluru",Susmita Ghosh,0,0,"Best phone in the market. The iPhone 14 is a great upgrade if you're using an 11 or older iPhone as it provides longer battery life, faster performance, a much better screen, increased durability and cameras as well as safety features like Crash Detection and Emergency SOS via Satellite."
2821,Nisar Hussain,5,Perfect product!,"Certified Buyer, Bhubaneswar",Nisar Hussain,0,0,Awesome phone thank you flipkart.
2822,Youllagi Sathish kumar,5,Perfect product!,"Certified Buyer, Ysr District",Youllagi Sathish kumar,0,0,Super 😮😍
2823,Sachin Arora,5,Simply awesome,"Certified Buyer, Gurugram",Sachin Arora,0,0,Everything is good.
2824,Altaf Parwez,5,Excellent,"Certified Buyer, New Delhi",Altaf Parwez,0,0,Best Device
2825,Raju Sokkam ,4,Really Nice,"Certified Buyer, Nizamabad District",Raju Sokkam ,0,0,"Flipkart delivery is very speed, mobile Phn is superb"
2826,Virendra Kumar,5,Just wow!,"Certified Buyer, Rohtas District",Virendra Kumar,0,0,One of the best phone in world
2827,Sadakat  Husain,5,Terrific purchase,"Certified Buyer, Kota",Sadakat  Husain,0,0,Nice gaming device
2828,Md Irfan,1,Did not meet expectations,"Certified Buyer, Samastipur District",Md Irfan,0,0,The battery performance is very poor than all mobiles
2829,Prakhar Tripathi,5,Super!,"Certified Buyer, Kanpur",Prakhar Tripathi,0,0,"As always camera is best, battery is also good for daily use but for continuous gaming for many hours you may need to charge again. Overall it is best in this price range."
2830,Prakhar Tripathi,5,Great product,"Certified Buyer, Ghaziabad",Prakhar Tripathi,0,0,Apple is always reliable and fantastic to use.
2831,Saksham Singla,5,Super!,"Certified Buyer, Gidderbaha",Saksham Singla,0,0,Very nice and very good quality
2832,Ragul S G,5,Must buy!,"Certified Buyer, Namakkal",Ragul S G,0,0,Nice Phone
2833,PUNEET KUMAR,5,Super!,"Certified Buyer, New Delhi",PUNEET KUMAR,0,0,Just awesome in every aspects..
2834,Vinod Kumar,5,Perfect product!,"Certified Buyer, Ongole",Vinod Kumar,0,0,Nice
2835,Manas Das,5,Terrific,"Certified Buyer, Purba Bardhaman District",Manas Das,0,0,All-over good
2836,Dr Lohit Sakpal,5,Great product,"Certified Buyer, Sikar",Dr Lohit Sakpal,0,0,Best quality . Before this order I hesitated plenty of time but the product is genuine and packaging was good . Delivery person was also cooperative.
2837,Bandenawaj mulla,5,Mind-blowing purchase,"Certified Buyer, Bidar",Bandenawaj mulla,0,0,Superb worth of money
2838,Nitin Soni,5,Terrific,"Certified Buyer, Indore District",Nitin Soni,0,0,Performance very good Camera and Vidio recording exelentBattery backup exelentOverall very good performance
2839,Flipkart Customer,5,Awesome,"Certified Buyer, Porbandar",Flipkart Customer,0,0,Perfect
2840,Flipkart Customer,5,Just wow!,"Certified Buyer, Amravati",Flipkart Customer,0,0,Very nice product
2841,Flipkart Customer,5,Super!,"Certified Buyer, Patna",Flipkart Customer,0,0,Awesome 💓
2842,Parteek Goel,2,Not good,"Certified Buyer, Hisar Division",Parteek Goel,0,0,Camera is fantastic and battery is not good.No difference between 13 n 14
2843,Flipkart Customer,1,Worthless,"Certified Buyer, New Delhi",Flipkart Customer,0,0,"The most expensive electronic gadget I have ever purchased in my life till date, but it is the worst product. This is my 1st Apple product but Now I will never purchase any product  of apple in my lifetime. I just hate it."
2844,DeprecatedParam,5,Must buy!,"Certified Buyer, Surat",DeprecatedParam,0,0,Very nice
2845,Santosh Mahapatra,5,Just wow!,"Certified Buyer, Balugaon",Santosh Mahapatra,0,0,Nice product
2846,Vinay  Sharma,5,Classy product,"Certified Buyer, Ludhiana",Vinay  Sharma,0,0,Flipkart is sale by good products
2847,Harisha SS,5,Great product,"Certified Buyer, Bengaluru",Harisha SS,0,0,Good product overall
2848,Siddhant  Gautam ,4,Nice product,"Certified Buyer, Lucknow",Siddhant  Gautam ,0,0,Amazing phone 😍❤️
2849,Shubham  Sharma ,5,Perfect product!,"Certified Buyer, Bengaluru",Shubham  Sharma ,0,0,Best phone. First time using iPhone great experience.
2850,NISHA STAR,5,Terrific purchase,"Certified Buyer, Bangalore",NISHA STAR,0,0,Just amazing
2851,Sandip Bisai,5,Perfect product!,"Certified Buyer, Nashik",Sandip Bisai,0,0,See picture clarity
2852,Anil  Sharma,4,Really Nice,"Certified Buyer, Ranchi",Anil  Sharma,0,0,Good
2853,Flipkart Customer,5,Mind-blowing purchase,"Certified Buyer, Kanpur",Flipkart Customer,0,0,Nice phone colour is awesome
2854,Flipkart Customer,5,Wonderful,"Certified Buyer, Bhagalpur",Flipkart Customer,0,0,Very nice photography weapon
2855,Shubham Pandey,5,Great product,"Certified Buyer, Jabalpur",Shubham Pandey,0,0,Awesome product fast delivery by Flipkart on second day delivery
2856,shweta singh,5,Mind-blowing purchase,"Certified Buyer, Fatehabad",shweta singh,0,0,Must go on
2857,Vipin Yadav,5,Highly recommended,"Certified Buyer, Mandsaur",Vipin Yadav,0,0,Good 💯🥰👍
2858,S.imman Imman,5,Mind-blowing purchase,"Certified Buyer, Chennai",S.imman Imman,0,0,I recommend
2859,vimal sahu,5,Great product,"Certified Buyer, New Delhi",vimal sahu,0,0,Awesome product
2860,Rajeev Yadav,4,Nice product,"Certified Buyer, Dehradun",Rajeev Yadav,0,0,Awesome
2861,SURAJKUMAR M,4,Good quality product,"Certified Buyer, East Godavari District",SURAJKUMAR M,0,0,Good
2862,Juel Shaikh  Hello,5,Best in the market!,"Certified Buyer, Vasco Da Gama",Juel Shaikh  Hello,0,0,Bast camera
2863,Ashish Sharma,5,Highly recommended,"Certified Buyer, New Delhi",Ashish Sharma,0,0,Best phone
2864,Kranthi Nani,5,Awesome,"Certified Buyer, Hyderabad",Kranthi Nani,0,0,Excellent phone
2865,Adarsh  Nishad ,5,Just okay,"Certified Buyer, Maunath Bhanjan",Adarsh  Nishad ,0,0,I love this phone ❤️
2866,Ranveer Singh,5,Perfect product!,"Certified Buyer, Shimoga",Ranveer Singh,0,0,Superb
2867,Chitransh Rajput,5,Must buy!,"Certified Buyer, Chandpur",Chitransh Rajput,0,0,Quality production
2868,Jay  Verma,5,Must buy!,"Certified Buyer, Lucknow",Jay  Verma,0,0,"Excellent, camera excellent, Battery work diligently according to use heaving gaming support 3 hr and when using normally supports a whole day."
2869,KSHITIJ B GADAHIRE,5,Terrific purchase,"Certified Buyer, Sholapur",KSHITIJ B GADAHIRE,0,0,Worth it for buying
2870,UDAYA  NATH ,5,Mind-blowing purchase,"Certified Buyer, Tiruppur District",UDAYA  NATH ,0,0,Good quality value for money
2871,Md Nizamuddin,3,Fair,"Certified Buyer, Kolkata",Md Nizamuddin,0,0,It is an ok phone not so much as hype created
2872,Sam Balwani,4,Really Nice,"Certified Buyer, Vadodara",Sam Balwani,0,0,Thank you apple
2873,Zameer Hasan,5,Highly recommended,"Certified Buyer, Mumbai",Zameer Hasan,0,0,Brilliant product great flip kart
2874,Mohamad Ayub Malek,5,Terrific,"Certified Buyer, Mahesana",Mohamad Ayub Malek,0,0,Good product
2875,Kowsi Shan,4,Delightful,"Certified Buyer, Bengaluru",Kowsi Shan,0,0,Good
2876,Ritesh Pawar,5,Perfect product!,"Certified Buyer, Kinwat",Ritesh Pawar,0,0,Osm phone with Extreme performance 🔥
2877,Flipkart Customer,5,Just wow!,"Certified Buyer, Mathura",Flipkart Customer,0,0,Super
2878,Flipkart Customer,5,Terrific,"Certified Buyer, Paonta Sahib",Flipkart Customer,0,0,Great
2879,Md Usamabin Usamabin,5,Just wow!,"Certified Buyer, Uttar Dinajpur District",Md Usamabin Usamabin,0,0,Super
2880,Sourav Sarkar,5,Fabulous!,"Certified Buyer, Kolkata",Sourav Sarkar,0,0,Nice
2881,Mukesh Indoriya,5,Worth every penny,"Certified Buyer, Morena",Mukesh Indoriya,0,0,Nice fon
2882,Murali dhar Manohar,5,Terrific,"Certified Buyer, Patna",Murali dhar Manohar,0,0,Amezing...
2883,Gaurav Rajput,5,Best in the market!,"Certified Buyer, Kota",Gaurav Rajput,0,0,"Nice Phone, looking great in hands , loved it"
2884,sallil sil,5,Terrific purchase,"Certified Buyer, Howrah",sallil sil,0,0,Excellent in all respects
2885,Flipkart Customer,5,Great product,"Certified Buyer, Badharghat",Flipkart Customer,0,0,Just awesome love it
2886,Nikhil  Babu,5,Excellent,"Certified Buyer, Sonipat",Nikhil  Babu,0,0,Perfect match
2887,Ayush R Harsana,5,Great product,"Certified Buyer, Pimpri Chinchwad",Ayush R Harsana,0,0,Products is very good
2888,Flipkart Customer,3,Nice,"Certified Buyer, Aizawl",Flipkart Customer,0,0,"Very fine and smooth, but it is small other than android"
2889,Ajay Kumar Kanaujiya,5,Great product,"Certified Buyer, Bengaluru",Ajay Kumar Kanaujiya,0,0,Special one for my life ❤️
2890,Deepak Verma,5,Perfect product!,"Certified Buyer, Shahjahanpur",Deepak Verma,0,0,"Great phone, no issue at all"
2891,AJAY KUMAR SAHOO,5,Just wow!,"Certified Buyer, Daman",AJAY KUMAR SAHOO,0,0,Fabulous 😍😍😍
2892,Flipkart Customer,5,Fabulous!,"Certified Buyer, New Delhi",Flipkart Customer,0,0,Very good and stylish look and good performance and camare is really awesome
2893,manav Godhani,5,Terrific,"Certified Buyer, Jamnagar",manav Godhani,0,0,Awesome phone
2894,Shravan Kumar Kyala,4,Good quality product,"Certified Buyer, Bengaluru",Shravan Kumar Kyala,0,0,Battery performance Apple yet to improve
2895,Flipkart Customer,5,Just wow!,"Certified Buyer, Attur",Flipkart Customer,0,0,Good phone and safe packingThis is my second phone
2896,Flipkart Customer,5,Worth every penny,"Certified Buyer, New Delhi",Flipkart Customer,0,0,Nice phone and camera is a beast ❤️
2897,Gurpreet Saini,5,Excellent,"Certified Buyer, Hoshiarpur",Gurpreet Saini,0,0,Good
2898,Sanjay Jain,4,Very Good,"Certified Buyer, Saharanpur",Sanjay Jain,0,0,Very good product
2899,Flipkart Customer,5,Wonderful,"Certified Buyer, Ujjain",Flipkart Customer,0,0,I love it 💝
2900,irfan sayyad,5,Excellent,"Certified Buyer, Mumbai",irfan sayyad,0,0,iPhone nice
2901,Pooja Bhatia,5,Great product,"Certified Buyer, Uklana Mandi",Pooja Bhatia,0,0,Outstanding
2902,Haroon Khan,5,Brilliant,"Certified Buyer, New Delhi",Haroon Khan,0,0,So beautiful 😍😍I Love it ❤️❤️❤️
